Item ID,Item_Description,Category,Year_Month_Str,Year,Month,Total_Qty_Sold,Num_Orders,Num_Days_With_Sales,Avg_Qty_Per_Order,Avg_Unit_Price,Median_Unit_Price,Min_Unit_Price,Max_Unit_Price,Std_Unit_Price,Price_Change_Pct,Total_Revenue,Qty_Lag_1,Qty_Lag_2,Qty_Lag_3,Qty_Rolling_3M_Avg,Qty_Rolling_6M_Avg,Qty_Growth_Pct,Lifetime_Total_Qty,Lifetime_Avg_Price,Months_Since_Launch
S13-FIDGTY-BTNB,Fidget Toy - Buttons Black,Toys,2024-09,2024,9,1,1,1,1.0,99.0,99.0,99.0,99.0,0.0,0.0,99.0,1.0,1.0,2.0,1.33,2.33,0.0,51,98.8,19
S13-FIDGTY-BTNB,Fidget Toy - Buttons Black,Toys,2024-10,2024,10,2,2,2,1.0,99.0,99.0,99.0,99.0,0.0,0.0,198.0,1.0,1.0,1.0,1.0,2.33,100.0,51,98.8,20
S13-FIDGTY-BTNB,Fidget Toy - Buttons Black,Toys,2024-11,2024,11,1,1,1,1.0,99.0,99.0,99.0,99.0,0.0,0.0,99.0,2.0,1.0,1.0,1.33,2.17,-50.0,51,98.8,21
S13-FIDGTY-BTNB,Fidget Toy - Buttons Black,Toys,2025-03,2025,3,1,1,1,1.0,99.0,99.0,99.0,99.0,0.0,0.0,99.0,1.0,2.0,1.0,1.33,1.33,0.0,51,98.8,25
S13-FIDGTY-BTNB,Fidget Toy - Buttons Black,Toys,2025-05,2025,5,1,1,1,1.0,99.0,99.0,99.0,99.0,0.0,0.0,99.0,1.0,1.0,2.0,1.33,1.17,0.0,51,98.8,27
S13-FIDGTY-BTNB,Fidget Toy - Buttons Black,Toys,2025-08,2025,8,2,2,2,1.0,99.0,99.0,99.0,99.0,0.0,0.0,198.0,1.0,1.0,1.0,1.0,1.17,100.0,51,98.8,30
S13-FIDGTY-BTNB,Fidget Toy - Buttons Black,Toys,2025-10,2025,10,1,1,1,1.0,99.0,99.0,99.0,99.0,0.0,0.0,99.0,2.0,1.0,1.0,1.33,1.33,-50.0,51,98.8,32
S13-FIDGTY-BTNW,Fidget Toy - Buttons White,Toys,2023-02,2023,2,1,1,1,1.0,99.0,99.0,99.0,99.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,34,99.15,-1
S13-FIDGTY-BTNW,Fidget Toy - Buttons White,Toys,2023-03,2023,3,3,3,3,1.0,97.33,99.0,94.0,99.0,2.89,-1.69,292.0,1.0,0.0,0.0,1.0,1.0,200.0,34,99.15,0
S13-FIDGTY-BTNW,Fidget Toy - Buttons White,Toys,2023-04,2023,4,1,1,1,1.0,99.0,99.0,99.0,99.0,0.0,1.72,99.0,3.0,1.0,0.0,2.0,2.0,-66.67,34,99.15,1
S13-FIDGTY-BTNW,Fidget Toy - Buttons White,Toys,2023-06,2023,6,1,1,1,1.0,99.0,99.0,99.0,99.0,0.0,0.0,99.0,1.0,3.0,1.0,1.67,1.67,0.0,34,99.15,3
S13-FIDGTY-BTNW,Fidget Toy - Buttons White,Toys,2023-07,2023,7,1,1,1,1.0,99.0,99.0,99.0,99.0,0.0,0.0,99.0,1.0,1.0,3.0,1.67,1.5,0.0,34,99.15,4
S13-FIDGTY-BTNW,Fidget Toy - Buttons White,Toys,2023-10,2023,10,3,3,3,1.0,99.0,99.0,99.0,99.0,0.0,0.0,297.0,1.0,1.0,1.0,1.0,1.4,200.0,34,99.15,7
S13-FIDGTY-BTNW,Fidget Toy - Buttons White,Toys,2023-11,2023,11,2,2,2,1.0,99.0,99.0,99.0,99.0,0.0,0.0,198.0,3.0,1.0,1.0,1.67,1.67,-33.33,34,99.15,8
S13-FIDGTY-BTNW,Fidget Toy - Buttons White,Toys,2024-02,2024,2,4,4,4,1.0,99.0,99.0,99.0,99.0,0.0,0.0,396.0,2.0,3.0,1.0,2.0,1.83,100.0,34,99.15,11
S13-FIDGTY-BTNW,Fidget Toy - Buttons White,Toys,2024-05,2024,5,1,1,1,1.0,99.0,99.0,99.0,99.0,0.0,0.0,99.0,4.0,2.0,3.0,3.0,2.0,-75.0,34,99.15,14
S13-FIDGTY-BTNW,Fidget Toy - Buttons White,Toys,2024-06,2024,6,1,1,1,1.0,99.0,99.0,99.0,99.0,0.0,0.0,99.0,1.0,4.0,2.0,2.33,2.0,0.0,34,99.15,15
S13-FIDGTY-BTNW,Fidget Toy - Buttons White,Toys,2024-07,2024,7,4,4,3,1.0,99.0,99.0,99.0,99.0,0.0,0.0,396.0,1.0,1.0,4.0,2.0,2.0,300.0,34,99.15,16
S13-FIDGTY-BTNW,Fidget Toy - Buttons White,Toys,2024-09,2024,9,2,2,2,1.0,99.0,99.0,99.0,99.0,0.0,0.0,198.0,4.0,1.0,1.0,2.0,2.5,-50.0,34,99.15,18
S13-FIDGTY-BTNW,Fidget Toy - Buttons White,Toys,2024-10,2024,10,1,1,1,1.0,99.0,99.0,99.0,99.0,0.0,0.0,99.0,2.0,4.0,1.0,2.33,2.33,-50.0,34,99.15,19
S13-FIDGTY-BTNW,Fidget Toy - Buttons White,Toys,2024-12,2024,12,2,2,2,1.0,99.0,99.0,99.0,99.0,0.0,0.0,198.0,1.0,2.0,4.0,2.33,2.17,100.0,34,99.15,21
S13-FIDGTY-BTNW,Fidget Toy - Buttons White,Toys,2025-05,2025,5,2,2,2,1.0,99.0,99.0,99.0,99.0,0.0,0.0,198.0,2.0,1.0,2.0,1.67,1.83,0.0,34,99.15,26
S13-FIDGTY-BTNW,Fidget Toy - Buttons White,Toys,2025-08,2025,8,3,2,2,1.5,99.0,99.0,99.0,99.0,0.0,0.0,297.0,2.0,2.0,1.0,1.67,2.0,50.0,34,99.15,29
S13-FIDGTY-BTNW,Fidget Toy - Buttons White,Toys,2025-12,2025,12,2,2,2,1.0,104.0,104.0,104.0,104.0,0.0,5.05,208.0,3.0,2.0,2.0,2.33,2.33,-33.33,34,99.15,33
S13-FIDGTY-STPB,Fidget Toy - Stripes Black,Toys,2023-02,2023,2,1,1,1,1.0,99.0,99.0,99.0,99.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,53,99.9,0
S13-FIDGTY-STPB,Fidget Toy - Stripes Black,Toys,2023-04,2023,4,2,2,2,1.0,99.0,99.0,99.0,99.0,0.0,0.0,198.0,1.0,0.0,0.0,1.0,1.0,100.0,53,99.9,2
S13-FIDGTY-STPB,Fidget Toy - Stripes Black,Toys,2023-05,2023,5,1,1,1,1.0,99.0,99.0,99.0,99.0,0.0,0.0,99.0,2.0,1.0,0.0,1.5,1.5,-50.0,53,99.9,2
S13-FIDGTY-STPB,Fidget Toy - Stripes Black,Toys,2023-06,2023,6,2,2,2,1.0,99.0,99.0,99.0,99.0,0.0,0.0,198.0,1.0,2.0,1.0,1.33,1.33,100.0,53,99.9,4
S13-FIDGTY-STPB,Fidget Toy - Stripes Black,Toys,2023-07,2023,7,1,1,1,1.0,99.0,99.0,99.0,99.0,0.0,0.0,99.0,2.0,1.0,2.0,1.67,1.5,-50.0,53,99.9,5
S13-FIDGTY-STPB,Fidget Toy - Stripes Black,Toys,2023-08,2023,8,3,3,3,1.0,99.0,99.0,99.0,99.0,0.0,0.0,297.0,1.0,2.0,1.0,1.33,1.4,200.0,53,99.9,6
S13-FIDGTY-STPB,Fidget Toy - Stripes Black,Toys,2023-09,2023,9,1,1,1,1.0,150.0,150.0,150.0,150.0,0.0,51.52,150.0,3.0,1.0,2.0,2.0,1.67,-66.67,53,99.9,7
S13-FIDGTY-STPB,Fidget Toy - Stripes Black,Toys,2023-10,2023,10,5,4,4,1.25,98.0,99.0,95.0,99.0,2.0,-34.67,491.0,1.0,3.0,1.0,1.67,1.67,400.0,53,99.9,8
S13-FIDGTY-STPB,Fidget Toy - Stripes Black,Toys,2023-11,2023,11,3,3,3,1.0,99.0,99.0,99.0,99.0,0.0,1.02,297.0,5.0,1.0,3.0,3.0,2.17,-40.0,53,99.9,9
S13-FIDGTY-STPB,Fidget Toy - Stripes Black,Toys,2023-12,2023,12,1,1,1,1.0,99.0,99.0,99.0,99.0,0.0,0.0,99.0,3.0,5.0,1.0,3.0,2.5,-66.67,53,99.9,10
S13-FIDGTY-STPB,Fidget Toy - Stripes Black,Toys,2024-01,2024,1,3,3,3,1.0,99.0,99.0,99.0,99.0,0.0,0.0,297.0,1.0,3.0,5.0,3.0,2.33,200.0,53,99.9,11
S13-FIDGTY-STPB,Fidget Toy - Stripes Black,Toys,2024-02,2024,2,3,3,3,1.0,99.0,99.0,99.0,99.0,0.0,0.0,297.0,3.0,1.0,3.0,2.33,2.67,0.0,53,99.9,12
S13-FIDGTY-STPB,Fidget Toy - Stripes Black,Toys,2024-03,2024,3,1,1,1,1.0,99.0,99.0,99.0,99.0,0.0,0.0,99.0,3.0,3.0,1.0,2.33,2.67,-66.67,53,99.9,13
S13-FIDGTY-STPB,Fidget Toy - Stripes Black,Toys,2024-04,2024,4,5,5,5,1.0,99.0,99.0,99.0,99.0,0.0,0.0,495.0,1.0,3.0,3.0,2.33,2.67,400.0,53,99.9,14
S13-FIDGTY-STPB,Fidget Toy - Stripes Black,Toys,2024-05,2024,5,1,1,1,1.0,99.0,99.0,99.0,99.0,0.0,0.0,99.0,5.0,1.0,3.0,3.0,2.67,-80.0,53,99.9,15
S13-FIDGTY-STPB,Fidget Toy - Stripes Black,Toys,2024-07,2024,7,4,4,4,1.0,99.0,99.0,99.0,99.0,0.0,0.0,396.0,1.0,5.0,1.0,2.33,2.33,300.0,53,99.9,17
S13-FIDGTY-STPB,Fidget Toy - Stripes Black,Toys,2024-08,2024,8,2,2,2,1.0,99.0,99.0,99.0,99.0,0.0,0.0,198.0,4.0,1.0,5.0,3.33,2.83,-50.0,53,99.9,18
S13-FIDGTY-STPB,Fidget Toy - Stripes Black,Toys,2024-09,2024,9,2,2,2,1.0,99.0,99.0,99.0,99.0,0.0,0.0,198.0,2.0,4.0,1.0,2.33,2.67,0.0,53,99.9,19
S13-FIDGTY-STPB,Fidget Toy - Stripes Black,Toys,2024-10,2024,10,1,1,1,1.0,99.0,99.0,99.0,99.0,0.0,0.0,99.0,2.0,2.0,4.0,2.67,2.5,-50.0,53,99.9,20
S13-FIDGTY-STPB,Fidget Toy - Stripes Black,Toys,2024-11,2024,11,5,5,4,1.0,99.0,99.0,99.0,99.0,0.0,0.0,495.0,1.0,2.0,2.0,1.67,2.5,400.0,53,99.9,21
S13-FIDGTY-STPB,Fidget Toy - Stripes Black,Toys,2025-01,2025,1,1,1,1,1.0,99.0,99.0,99.0,99.0,0.0,0.0,99.0,5.0,1.0,2.0,2.67,2.5,-80.0,53,99.9,23
S13-FIDGTY-STPB,Fidget Toy - Stripes Black,Toys,2025-03,2025,3,1,1,1,1.0,99.0,99.0,99.0,99.0,0.0,0.0,99.0,1.0,5.0,1.0,2.33,2.5,0.0,53,99.9,25
S13-FIDGTY-STPB,Fidget Toy - Stripes Black,Toys,2025-06,2025,6,2,2,2,1.0,99.0,99.0,99.0,99.0,0.0,0.0,198.0,1.0,1.0,5.0,2.33,2.0,100.0,53,99.9,28
S13-FIDGTY-STPB,Fidget Toy - Stripes Black,Toys,2025-07,2025,7,1,1,1,1.0,99.0,99.0,99.0,99.0,0.0,0.0,99.0,2.0,1.0,1.0,1.33,2.0,-50.0,53,99.9,29
S13-FIDGTY-STPB,Fidget Toy - Stripes Black,Toys,2025-08,2025,8,1,1,1,1.0,99.0,99.0,99.0,99.0,0.0,0.0,99.0,1.0,2.0,1.0,1.33,1.83,0.0,53,99.9,30
S13-FIDGTY-STPW,Fidget Toy - Stripes White,Toys,2023-03,2023,3,1,1,1,1.0,94.0,94.0,94.0,94.0,0.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,21,98.76,-1
S13-FIDGTY-STPW,Fidget Toy - Stripes White,Toys,2023-06,2023,6,1,1,1,1.0,99.0,99.0,99.0,99.0,0.0,5.32,99.0,1.0,0.0,0.0,1.0,1.0,0.0,21,98.76,2
S13-FIDGTY-STPW,Fidget Toy - Stripes White,Toys,2023-07,2023,7,2,2,2,1.0,99.0,99.0,99.0,99.0,0.0,0.0,198.0,1.0,1.0,0.0,1.0,1.0,100.0,21,98.76,3
S13-FIDGTY-STPW,Fidget Toy - Stripes White,Toys,2023-08,2023,8,1,1,1,1.0,99.0,99.0,99.0,99.0,0.0,0.0,99.0,2.0,1.0,1.0,1.33,1.33,-50.0,21,98.76,4
S13-FIDGTY-STPW,Fidget Toy - Stripes White,Toys,2023-09,2023,9,1,1,1,1.0,99.0,99.0,99.0,99.0,0.0,0.0,99.0,1.0,2.0,1.0,1.33,1.25,0.0,21,98.76,5
S13-FIDGTY-STPW,Fidget Toy - Stripes White,Toys,2023-11,2023,11,2,2,2,1.0,99.0,99.0,99.0,99.0,0.0,0.0,198.0,1.0,1.0,2.0,1.33,1.2,100.0,21,98.76,7
S13-FIDGTY-STPW,Fidget Toy - Stripes White,Toys,2023-12,2023,12,1,1,1,1.0,99.0,99.0,99.0,99.0,0.0,0.0,99.0,2.0,1.0,1.0,1.33,1.33,-50.0,21,98.76,8
S13-FIDGTY-STPW,Fidget Toy - Stripes White,Toys,2024-01,2024,1,2,2,2,1.0,99.0,99.0,99.0,99.0,0.0,0.0,198.0,1.0,2.0,1.0,1.33,1.33,100.0,21,98.76,9
S13-FIDGTY-STPW,Fidget Toy - Stripes White,Toys,2024-03,2024,3,3,3,3,1.0,99.0,99.0,99.0,99.0,0.0,0.0,297.0,2.0,1.0,2.0,1.67,1.5,50.0,21,98.76,11
S13-FIDGTY-STPW,Fidget Toy - Stripes White,Toys,2024-06,2024,6,2,2,2,1.0,99.0,99.0,99.0,99.0,0.0,0.0,198.0,3.0,2.0,1.0,2.0,1.67,-33.33,21,98.76,14
S13-FIDGTY-STPW,Fidget Toy - Stripes White,Toys,2024-10,2024,10,1,1,1,1.0,99.0,99.0,99.0,99.0,0.0,0.0,99.0,2.0,3.0,2.0,2.33,1.83,-50.0,21,98.76,18
S13-FIDGTY-STPW,Fidget Toy - Stripes White,Toys,2024-12,2024,12,1,1,1,1.0,99.0,99.0,99.0,99.0,0.0,0.0,99.0,1.0,2.0,3.0,2.0,1.83,0.0,21,98.76,20
S13-FIDGTY-STPW,Fidget Toy - Stripes White,Toys,2025-02,2025,2,1,1,1,1.0,99.0,99.0,99.0,99.0,0.0,0.0,99.0,1.0,1.0,2.0,1.33,1.67,0.0,21,98.76,22
S13-FIDGTY-STPW,Fidget Toy - Stripes White,Toys,2025-08,2025,8,1,1,1,1.0,99.0,99.0,99.0,99.0,0.0,0.0,99.0,1.0,1.0,1.0,1.0,1.67,0.0,21,98.76,28
S13-FIDGTY-STPW,Fidget Toy - Stripes White,Toys,2025-11,2025,11,1,1,1,1.0,99.0,99.0,99.0,99.0,0.0,0.0,99.0,1.0,1.0,1.0,1.0,1.5,0.0,21,98.76,31
S13-FNAILC-0000,Flat Nailcutter Keychain,Beauty & Fashion,2023-01,2023,1,7,5,5,1.4,77.42,79.0,75.05,79.0,2.16,0.0,537.2,0.0,0.0,0.0,0.0,0.0,0.0,544,80.26,0
S13-FNAILC-0000,Flat Nailcutter Keychain,Beauty & Fashion,2023-02,2023,2,9,7,7,1.29,77.87,79.0,75.05,79.0,1.93,0.58,695.2,7.0,0.0,0.0,7.0,7.0,28.57,544,80.26,1
S13-FNAILC-0000,Flat Nailcutter Keychain,Beauty & Fashion,2023-03,2023,3,26,18,12,1.44,77.9,79.0,75.05,79.0,1.82,0.04,2002.65,9.0,7.0,0.0,8.0,8.0,188.89,544,80.26,2
S13-FNAILC-0000,Flat Nailcutter Keychain,Beauty & Fashion,2023-04,2023,4,22,18,11,1.22,79.0,79.0,79.0,79.0,0.0,1.41,1738.0,26.0,9.0,7.0,14.0,14.0,-15.38,544,80.26,3
S13-FNAILC-0000,Flat Nailcutter Keychain,Beauty & Fashion,2023-05,2023,5,27,23,15,1.17,80.04,79.0,79.0,82.0,1.46,1.32,2160.0,22.0,26.0,9.0,19.0,16.0,22.73,544,80.26,4
S13-FNAILC-0000,Flat Nailcutter Keychain,Beauty & Fashion,2023-06,2023,6,31,25,19,1.24,81.64,82.0,79.0,82.0,0.99,2.0,2530.0,27.0,22.0,26.0,25.0,18.2,14.81,544,80.26,5
S13-FNAILC-0000,Flat Nailcutter Keychain,Beauty & Fashion,2023-07,2023,7,32,30,20,1.07,81.4,82.0,79.0,82.0,1.22,-0.29,2606.0,31.0,27.0,22.0,26.67,20.33,3.23,544,80.26,6
S13-FNAILC-0000,Flat Nailcutter Keychain,Beauty & Fashion,2023-08,2023,8,32,23,17,1.39,81.48,82.0,79.0,82.0,1.16,0.1,2612.0,32.0,31.0,27.0,30.0,24.5,0.0,544,80.26,7
S13-FNAILC-0000,Flat Nailcutter Keychain,Beauty & Fashion,2023-09,2023,9,46,34,19,1.35,81.74,82.0,79.0,82.0,0.86,0.32,3763.0,32.0,32.0,31.0,31.67,28.33,43.75,544,80.26,8
S13-FNAILC-0000,Flat Nailcutter Keychain,Beauty & Fashion,2023-10,2023,10,20,15,12,1.33,80.8,82.0,78.0,82.0,1.78,-1.15,1618.0,46.0,32.0,32.0,36.67,31.67,-56.52,544,80.26,9
S13-FNAILC-0000,Flat Nailcutter Keychain,Beauty & Fashion,2023-11,2023,11,50,27,17,1.85,80.67,82.0,79.0,82.0,1.52,-0.16,4019.0,20.0,46.0,32.0,32.67,31.33,150.0,544,80.26,10
S13-FNAILC-0000,Flat Nailcutter Keychain,Beauty & Fashion,2023-12,2023,12,57,31,17,1.84,78.85,79.0,76.63,79.0,0.59,-2.26,4498.26,50.0,20.0,46.0,38.67,35.17,14.0,544,80.26,11
S13-FNAILC-0000,Flat Nailcutter Keychain,Beauty & Fashion,2024-01,2024,1,33,19,14,1.74,79.0,79.0,79.0,79.0,0.0,0.19,2607.0,57.0,50.0,20.0,42.33,39.5,-42.11,544,80.26,12
S13-FNAILC-0000,Flat Nailcutter Keychain,Beauty & Fashion,2024-02,2024,2,9,8,8,1.12,79.0,79.0,79.0,79.0,0.0,0.0,711.0,33.0,57.0,50.0,46.67,39.67,-72.73,544,80.26,13
S13-FNAILC-0000,Flat Nailcutter Keychain,Beauty & Fashion,2024-03,2024,3,15,13,10,1.15,79.0,79.0,79.0,79.0,0.0,0.0,1185.0,9.0,33.0,57.0,33.0,35.83,66.67,544,80.26,14
S13-FNAILC-0000,Flat Nailcutter Keychain,Beauty & Fashion,2024-04,2024,4,17,13,11,1.31,79.0,79.0,79.0,79.0,0.0,0.0,1343.0,15.0,9.0,33.0,19.0,30.67,13.33,544,80.26,15
S13-FNAILC-0000,Flat Nailcutter Keychain,Beauty & Fashion,2024-05,2024,5,17,11,8,1.55,79.0,79.0,79.0,79.0,0.0,0.0,1343.0,17.0,15.0,9.0,13.67,30.17,0.0,544,80.26,16
S13-FNAILC-0000,Flat Nailcutter Keychain,Beauty & Fashion,2024-06,2024,6,5,4,4,1.25,79.0,79.0,79.0,79.0,0.0,0.0,395.0,17.0,17.0,15.0,16.33,24.67,-70.59,544,80.26,17
S13-FNAILC-0000,Flat Nailcutter Keychain,Beauty & Fashion,2024-07,2024,7,4,4,4,1.0,79.0,79.0,79.0,79.0,0.0,0.0,316.0,5.0,17.0,17.0,13.0,16.0,-20.0,544,80.26,18
S13-FNAILC-0000,Flat Nailcutter Keychain,Beauty & Fashion,2024-08,2024,8,12,8,6,1.5,79.0,79.0,79.0,79.0,0.0,0.0,948.0,4.0,5.0,17.0,8.67,11.17,200.0,544,80.26,19
S13-FNAILC-0000,Flat Nailcutter Keychain,Beauty & Fashion,2024-09,2024,9,7,7,6,1.0,79.0,79.0,79.0,79.0,0.0,0.0,553.0,12.0,4.0,5.0,7.0,11.67,-41.67,544,80.26,20
S13-FNAILC-0000,Flat Nailcutter Keychain,Beauty & Fashion,2024-10,2024,10,7,5,5,1.4,79.0,79.0,79.0,79.0,0.0,0.0,553.0,7.0,12.0,4.0,7.67,10.33,0.0,544,80.26,21
S13-FNAILC-0000,Flat Nailcutter Keychain,Beauty & Fashion,2024-11,2024,11,2,2,2,1.0,79.0,79.0,79.0,79.0,0.0,0.0,158.0,7.0,7.0,12.0,8.67,8.67,-71.43,544,80.26,22
S13-FNAILC-0000,Flat Nailcutter Keychain,Beauty & Fashion,2024-12,2024,12,13,7,5,1.86,79.0,79.0,79.0,79.0,0.0,0.0,1027.0,2.0,7.0,7.0,5.33,6.17,550.0,544,80.26,23
S13-FNAILC-0000,Flat Nailcutter Keychain,Beauty & Fashion,2025-04,2025,4,2,2,2,1.0,75.0,75.0,71.0,79.0,5.66,-5.06,150.0,13.0,2.0,7.0,7.33,7.5,-84.62,544,80.26,27
S13-FNAILC-0000,Flat Nailcutter Keychain,Beauty & Fashion,2025-05,2025,5,12,4,4,3.0,78.6,79.0,77.42,79.0,0.79,4.8,946.42,2.0,13.0,2.0,5.67,7.17,500.0,544,80.26,28
S13-FNAILC-0000,Flat Nailcutter Keychain,Beauty & Fashion,2025-06,2025,6,2,2,2,1.0,79.0,79.0,79.0,79.0,0.0,0.51,158.0,12.0,2.0,13.0,9.0,7.17,-83.33,544,80.26,29
S13-FNAILC-0000,Flat Nailcutter Keychain,Beauty & Fashion,2025-07,2025,7,8,6,6,1.33,78.8,79.0,77.81,79.0,0.49,-0.25,630.81,2.0,12.0,2.0,5.33,6.33,300.0,544,80.26,30
S13-FNAILC-0000,Flat Nailcutter Keychain,Beauty & Fashion,2025-08,2025,8,6,3,3,2.0,77.89,79.0,75.68,79.0,1.92,-1.15,467.36,8.0,2.0,12.0,7.33,6.5,-25.0,544,80.26,31
S13-FNAILC-0000,Flat Nailcutter Keychain,Beauty & Fashion,2025-10,2025,10,4,2,2,2.0,122.5,122.5,85.0,160.0,53.03,57.27,565.0,6.0,8.0,2.0,5.33,7.17,-33.33,544,80.26,33
S13-FNAILC-0000,Flat Nailcutter Keychain,Beauty & Fashion,2025-12,2025,12,10,3,3,3.33,99.36,104.0,76.43,117.64,20.99,-18.89,860.65,4.0,6.0,8.0,6.0,5.67,150.0,544,80.26,35
S13-GELPEN-0000,Gel Pen,Stationery,2023-01,2023,1,36,3,3,12.0,4.01,4.08,3.88,4.08,0.12,0.0,144.48,0.0,0.0,0.0,0.0,0.0,0.0,1248,4.08,0
S13-GELPEN-0000,Gel Pen,Stationery,2023-02,2023,2,60,5,5,12.0,4.05,4.08,3.92,4.08,0.07,1.0,242.88,36.0,0.0,0.0,36.0,36.0,66.67,1248,4.08,1
S13-GELPEN-0000,Gel Pen,Stationery,2023-03,2023,3,60,4,3,15.0,4.03,4.08,3.88,4.08,0.1,-0.49,240.0,60.0,36.0,0.0,48.0,48.0,0.0,1248,4.08,2
S13-GELPEN-0000,Gel Pen,Stationery,2023-04,2023,4,84,5,5,14.0,4.02,4.08,3.88,4.08,0.09,-0.25,336.0,60.0,60.0,36.0,52.0,52.0,40.0,1248,4.08,3
S13-GELPEN-0000,Gel Pen,Stationery,2023-05,2023,5,108,5,5,21.6,4.08,4.08,4.08,4.08,0.0,1.49,440.64,84.0,60.0,60.0,68.0,60.0,28.57,1248,4.08,4
S13-GELPEN-0000,Gel Pen,Stationery,2023-06,2023,6,48,4,4,12.0,4.08,4.08,4.08,4.08,0.0,0.0,195.84,108.0,84.0,60.0,84.0,69.6,-55.56,1248,4.08,5
S13-GELPEN-0000,Gel Pen,Stationery,2023-07,2023,7,168,5,4,33.6,4.08,4.08,4.08,4.08,0.0,0.0,685.44,48.0,108.0,84.0,80.0,66.0,250.0,1248,4.08,6
S13-GELPEN-0000,Gel Pen,Stationery,2023-08,2023,8,156,7,7,22.29,4.08,4.08,4.08,4.08,0.0,0.0,636.48,168.0,48.0,108.0,108.0,88.0,-7.14,1248,4.08,7
S13-GELPEN-0000,Gel Pen,Stationery,2023-09,2023,9,60,5,5,12.0,4.08,4.08,4.08,4.08,0.0,0.0,244.8,156.0,168.0,48.0,124.0,104.0,-61.54,1248,4.08,8
S13-GELPEN-0000,Gel Pen,Stationery,2023-10,2023,10,72,6,5,12.0,4.06,4.08,3.96,4.08,0.05,-0.49,292.32,60.0,156.0,168.0,128.0,104.0,20.0,1248,4.08,9
S13-GELPEN-0000,Gel Pen,Stationery,2023-11,2023,11,36,3,3,12.0,4.08,4.08,4.08,4.08,0.0,0.49,146.88,72.0,60.0,156.0,96.0,102.0,-50.0,1248,4.08,10
S13-GELPEN-0000,Gel Pen,Stationery,2023-12,2023,12,24,2,2,12.0,4.08,4.08,4.08,4.08,0.0,0.0,97.92,36.0,72.0,60.0,56.0,90.0,-33.33,1248,4.08,11
S13-GELPEN-0000,Gel Pen,Stationery,2024-01,2024,1,84,7,6,12.0,4.08,4.08,4.08,4.08,0.0,0.0,342.72,24.0,36.0,72.0,44.0,86.0,250.0,1248,4.08,12
S13-GELPEN-0000,Gel Pen,Stationery,2024-02,2024,2,60,3,3,20.0,4.08,4.08,4.08,4.08,0.0,0.0,244.8,84.0,24.0,36.0,48.0,72.0,-28.57,1248,4.08,13
S13-GELPEN-0000,Gel Pen,Stationery,2024-03,2024,3,72,5,4,14.4,4.08,4.08,4.08,4.08,0.0,0.0,293.76,60.0,84.0,24.0,56.0,56.0,20.0,1248,4.08,14
S13-GELPEN-0000,Gel Pen,Stationery,2024-04,2024,4,12,1,1,12.0,4.08,4.08,4.08,4.08,0.0,0.0,48.96,72.0,60.0,84.0,72.0,58.0,-83.33,1248,4.08,15
S13-GELPEN-0000,Gel Pen,Stationery,2024-05,2024,5,12,1,1,12.0,4.08,4.08,4.08,4.08,0.0,0.0,48.96,12.0,72.0,60.0,48.0,48.0,0.0,1248,4.08,16
S13-GELPEN-0000,Gel Pen,Stationery,2025-03,2025,3,12,1,1,12.0,4.08,4.08,4.08,4.08,0.0,0.0,48.96,12.0,12.0,72.0,32.0,44.0,0.0,1248,4.08,26
S13-GELPEN-0000,Gel Pen,Stationery,2025-04,2025,4,36,2,2,18.0,4.08,4.08,4.08,4.08,0.0,0.0,146.88,12.0,12.0,12.0,12.0,42.0,200.0,1248,4.08,27
S13-GELPEN-0000,Gel Pen,Stationery,2025-05,2025,5,12,1,1,12.0,4.08,4.08,4.08,4.08,0.0,0.0,48.96,36.0,12.0,12.0,20.0,34.0,-66.67,1248,4.08,28
S13-GELPEN-0000,Gel Pen,Stationery,2025-08,2025,8,12,1,1,12.0,4.08,4.08,4.08,4.08,0.0,0.0,48.96,12.0,36.0,12.0,20.0,26.0,0.0,1248,4.08,31
S13-GELPEN-0000,Gel Pen,Stationery,2025-09,2025,9,24,2,2,12.0,4.58,4.58,4.58,4.58,0.0,12.25,109.92,12.0,12.0,36.0,20.0,16.0,100.0,1248,4.08,32
S13-KYCLEN-BLCK,Keyboard Cleaner 7-in-1 - Black,Electronics,2023-02,2023,2,1,1,1,1.0,190.0,190.0,190.0,190.0,0.0,0.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,12,218.25,0
S13-KYCLEN-BLCK,Keyboard Cleaner 7-in-1 - Black,Electronics,2023-03,2023,3,1,1,1,1.0,239.0,239.0,239.0,239.0,0.0,25.79,239.0,1.0,0.0,0.0,1.0,1.0,0.0,12,218.25,1
S13-KYCLEN-BLCK,Keyboard Cleaner 7-in-1 - Black,Electronics,2023-04,2023,4,1,1,1,1.0,239.0,239.0,239.0,239.0,0.0,0.0,239.0,1.0,1.0,0.0,1.0,1.0,0.0,12,218.25,2
S13-KYCLEN-BLCK,Keyboard Cleaner 7-in-1 - Black,Electronics,2023-05,2023,5,1,1,1,1.0,239.0,239.0,239.0,239.0,0.0,0.0,239.0,1.0,1.0,1.0,1.0,1.0,0.0,12,218.25,3
